7/19/2004,85.3
7/20/2004,86.36
7/21/2004,85.3
7/22/2004,86.06
7/23/2004,84.85
7/26/2004,85.09
7/27/2004,85.88
7/28/2004,85.85
7/29/2004,86.77
7/30/2004,87.07
8/2/2004,86.69
8/3/2004,85.71
8/4/2004,85.97
8/5/2004,85.19
8/6/2004,83.48
8/9/2004,83.55
8/10/2004,84.99
8/11/2004,83.69
8/12/2004,82.21
8/13/2004,83.91
8/16/2004,84.02
8/17/2004,84.04
8/18/2004,85.13
8/19/2004,84.89
8/20/2004,85.25
8/23/2004,84.65
8/24/2004,84.71
8/25/2004,85.07
8/26/2004,84.69
8/27/2004,84.94
8/30/2004,84.4
8/31/2004,84.69
9/1/2004,84.22
9/2/2004,84.57
9/3/2004,84.39
9/7/2004,84.97
9/8/2004,85.86
9/9/2004,86.44
9/10/2004,86.76
9/13/2004,86.49
9/14/2004,86.72
9/15/2004,86.37
9/16/2004,86.12
9/17/2004,85.74
9/20/2004,85.7
9/21/2004,85.72
9/22/2004,84.31
9/23/2004,83.88
9/24/2004,84.43
9/27/2004,84.16
9/28/2004,84.48
9/29/2004,84.98
9/30/2004,85.74
10/1/2004,86.72
10/4/2004,87.16
10/5/2004,87.32
10/6/2004,88.04
10/7/2004,87.42
10/8/2004,86.71
10/11/2004,86.63
10/12/2004,86
10/13/2004,84.98
10/14/2004,84.78
10/15/2004,84.85
10/18/2004,85.92
10/19/2004,89.37
10/20/2004,88.82
10/21/2004,88.1
10/22/2004,87.39
10/25/2004,88.43
10/26/2004,89
10/27/2004,90
10/28/2004,89.5
10/29/2004,89.75
11/1/2004,90.11
11/2/2004,90.47
11/3/2004,91.2
11/4/2004,92.38
11/5/2004,93.28
11/8/2004,93.37
11/9/2004,93.37
11/10/2004,93.61
11/11/2004,94.79
11/12/2004,95.32
11/15/2004,95.92
11/16/2004,94.89
11/17/2004,95.46
11/18/2004,95.1
11/19/2004,94.45
11/22/2004,95.11
11/23/2004,95.28
11/24/2004,95.46
11/26/2004,94.72
11/29/2004,95.5
11/30/2004,94.24
12/1/2004,95.88
12/2/2004,95.76
12/3/2004,97.08
12/6/2004,97.67
12/7/2004,96.1
12/8/2004,96.65
12/9/2004,97.51
12/10/2004,96.67
12/13/2004,96.45
12/14/2004,97.31
12/15/2004,97.33
12/16/2004,97.45
12/17/2004,96.2
12/20/2004,96.55
12/21/2004,97.02
12/22/2004,97.61
12/23/2004,97.72
12/27/2004,97.5
12/28/2004,98.3
12/29/2004,98.18
12/30/2004,98.3
12/31/2004,98.58
1/3/2005,97.75
1/4/2005,96.7
1/5/2005,96.5
1/6/2005,96.2
1/7/2005,95.78
1/10/2005,95.68
1/11/2005,95
1/12/2005,95.21
1/13/2005,94.45
1/14/2005,94.1
1/18/2005,94.9
1/19/2005,93.1
1/20/2005,93
1/21/2005,92.38
1/24/2005,91.79
1/25/2005,92.19
1/26/2005,91.95
1/27/2005,91.98
1/28/2005,92.89
1/31/2005,93.42
2/1/2005,93.86
2/2/2005,94.3
2/3/2005,93.54
2/4/2005,94.51
2/7/2005,94.53
2/8/2005,94.13
2/9/2005,92.7
2/10/2005,92.76
2/11/2005,93.3
2/14/2005,93.57
2/15/2005,94.33
2/16/2005,94.62
2/17/2005,93.75
2/18/2005,93.27
2/22/2005,92.32
2/23/2005,92.1
2/24/2005,92.64
2/25/2005,92.8
2/28/2005,92.58
3/1/2005,93.3
3/2/2005,92.92
3/3/2005,92.41
3/4/2005,92.37
3/7/2005,91.6
3/8/2005,92.13
3/9/2005,92.35
3/10/2005,92.41
3/11/2005,91.51
3/14/2005,91.9
3/15/2005,91.38
3/16/2005,90.65
3/17/2005,89.86
3/18/2005,89.28
3/21/2005,89.51
3/22/2005,89.5
3/23/2005,90.52
3/24/2005,90.7
3/28/2005,91.04
3/29/2005,90.6
3/30/2005,90.68
3/31/2005,91.38
4/1/2005,90.44
4/4/2005,90.32
4/5/2005,89.57
4/6/2005,89
4/7/2005,88.44
4/8/2005,87.6
4/11/2005,86.2
4/12/2005,85.75
4/13/2005,84.57
4/14/2005,83.64
4/15/2005,76.7
4/18/2005,76.65
4/19/2005,75.48
4/20/2005,72.01
4/21/2005,74.03
4/22/2005,74.21
4/25/2005,74.61
4/26/2005,75.43
4/27/2005,77.05
4/28/2005,75.91
4/29/2005,76.38
5/2/2005,76.51
5/3/2005,76.47
5/4/2005,77.08
5/5/2005,75.5
5/6/2005,75.26
5/9/2005,74.98
5/10/2005,73.3
5/11/2005,73.28
5/12/2005,72.62
5/13/2005,73.16
5/16/2005,74.34
5/17/2005,74.29
5/18/2005,76.36
5/19/2005,77.16
5/20/2005,76.41
5/23/2005,76.51
5/24/2005,75.81
5/25/2005,76
5/26/2005,77.14
5/27/2005,77.1
5/31/2005,75.55
6/1/2005,76.84
6/2/2005,77.35
6/3/2005,75.79
6/6/2005,75
6/7/2005,75.04
6/8/2005,74.8
6/9/2005,74.93
6/10/2005,74.77
6/13/2005,75.05
6/14/2005,74.89
6/15/2005,76.3
6/16/2005,77.05
6/17/2005,76.39
6/20/2005,76.55
6/21/2005,76.41
6/22/2005,77.23
6/23/2005,75.41
6/24/2005,74.01
6/27/2005,73.88
6/28/2005,75.3
6/29/2005,74.73
6/30/2005,74.2
7/1/2005,74.67
7/5/2005,74.79
7/6/2005,75.81
7/7/2005,77.38
7/8/2005,79.3
7/11/2005,78.96
7/12/2005,80.04
7/13/2005,81.45
7/14/2005,82.42
7/15/2005,82.38
7/18/2005,81.81